NO,Species,degree.bud,status,chilling,photoperiod,group,Growth.form,Deciduousness,shade.tolerance
1400,Photinia parvifelia,760.6,1,C2,P10,C2/P10,Shrub,Deciduous,light
1401,Photinia parvifelia,629.4,2,C1,P12,C1/P12,Shrub,Deciduous,light
1402,Photinia parvifelia,645.9,2,C3,P12,C3/P12,Shrub,Deciduous,light
1403,Photinia parvifelia,435.6,2,C2,P12,C2/P12,Shrub,Deciduous,light
1404,Photinia parvifelia,404.4,2,C1,P12,C1/P12,Shrub,Deciduous,light
1405,Photinia parvifelia,595.9,2,C3,P14,C3/P14,Shrub,Deciduous,light
1406,Photinia parvifelia,435.6,2,C2,P12,C2/P12,Shrub,Deciduous,light
1407,Photinia parvifelia,520.9,2,C3,P14,C3/P14,Shrub,Deciduous,light
1408,Photinia parvifelia,520.9,2,C3,P14,C3/P14,Shrub,Deciduous,light
1409,Photinia parvifelia,535.6,2,C2,P12,C2/P12,Shrub,Deciduous,light
1410,Photinia parvifelia,595.9,2,C3,P12,C3/P12,Shrub,Deciduous,light
1411,Photinia parvifelia,1029.4,2,C1,P10,C1/P10,Shrub,Deciduous,light
1412,Photinia parvifelia,645.9,2,C3,P12,C3/P12,Shrub,Deciduous,light
1413,Photinia parvifelia,645.9,2,C3,P12,C3/P12,Shrub,Deciduous,light
1414,Photinia parvifelia,479.4,2,C1,P12,C1/P12,Shrub,Deciduous,light
1415,Photinia parvifelia,529.4,2,C1,P14,C1/P14,Shrub,Deciduous,light
1416,Photinia parvifelia,679.4,2,C1,P14,C1/P14,Shrub,Deciduous,light
1417,Photinia parvifelia,595.9,2,C3,P14,C3/P14,Shrub,Deciduous,light
1418,Photinia parvifelia,360.6,2,C2,P12,C2/P12,Shrub,Deciduous,light
1419,Photinia parvifelia,435.6,2,C2,P14,C2/P14,Shrub,Deciduous,light
1420,Photinia parvifelia,579.4,2,C1,P14,C1/P14,Shrub,Deciduous,light
1421,Photinia parvifelia,404.4,2,C1,P10,C1/P10,Shrub,Deciduous,light
1422,Photinia parvifelia,470.9,2,C3,P14,C3/P14,Shrub,Deciduous,light
1423,Photinia parvifelia,529.4,2,C1,P14,C1/P14,Shrub,Deciduous,light
1424,Photinia parvifelia,360.6,2,C2,P10,C2/P10,Shrub,Deciduous,light
1425,Photinia parvifelia,354.4,2,C1,P14,C1/P14,Shrub,Deciduous,light
1426,Photinia parvifelia,635.6,2,C2,P14,C2/P14,Shrub,Deciduous,light
1427,Photinia parvifelia,535.6,2,C2,P10,C2/P10,Shrub,Deciduous,light
1428,Photinia parvifelia,645.9,2,C3,P12,C3/P12,Shrub,Deciduous,light
1429,Photinia parvifelia,695.9,2,C3,P10,C3/P10,Shrub,Deciduous,light
1430,Photinia parvifelia,579.4,2,C1,P10,C1/P10,Shrub,Deciduous,light
1431,Photinia parvifelia,629.4,2,C1,P10,C1/P10,Shrub,Deciduous,light
1432,Photinia parvifelia,985.6,1,C2,P12,C2/P12,Shrub,Deciduous,light
1433,Photinia parvifelia,360.6,2,C2,P14,C2/P14,Shrub,Deciduous,light
1434,Photinia parvifelia,1745.9,1,C3,P10,C3/P10,Shrub,Deciduous,light
1435,Photinia parvifelia,520.9,2,C3,P10,C3/P10,Shrub,Deciduous,light
1436,Photinia parvifelia,435.6,2,C2,P14,C2/P14,Shrub,Deciduous,light
1437,Photinia parvifelia,435.6,2,C2,P10,C2/P10,Shrub,Deciduous,light
1438,Photinia parvifelia,579.4,2,C1,P10,C1/P10,Shrub,Deciduous,light
1439,Photinia parvifelia,645.9,2,C3,P10,C3/P10,Shrub,Deciduous,light
1440,Photinia parvifelia,760.6,1,C2,P10,C2/P10,Shrub,Deciduous,light
1441,Photinia parvifelia,535.6,2,C2,P10,C2/P10,Shrub,Deciduous,light
1442,Photinia parvifelia,595.9,2,C3,P12,C3/P12,Shrub,Deciduous,light
1443,Photinia parvifelia,579.4,2,C1,P12,C1/P12,Shrub,Deciduous,light
1444,Photinia parvifelia,860.6,1,C2,P14,C2/P14,Shrub,Deciduous,light
1445,Photinia parvifelia,595.9,2,C3,P10,C3/P10,Shrub,Deciduous,light
1446,Photinia parvifelia,595.9,2,C3,P10,C3/P10,Shrub,Deciduous,light
1447,Photinia parvifelia,635.6,2,C2,P14,C2/P14,Shrub,Deciduous,light
1448,Photinia parvifelia,404.4,2,C1,P12,C1/P12,Shrub,Deciduous,light
1449,Viburnum erosum,1404.4,1,C1,P12,C1/P12,Shrub,Deciduous,shade
1450,Viburnum erosum,260.6,2,C2,P10,C2/P10,Shrub,Deciduous,shade
1451,Viburnum erosum,360.6,2,C2,P14,C2/P14,Shrub,Deciduous,shade
1452,Viburnum erosum,1404.4,1,C1,P14,C1/P14,Shrub,Deciduous,shade
1453,Viburnum erosum,1404.4,1,C1,P12,C1/P12,Shrub,Deciduous,shade
1454,Viburnum erosum,470.9,2,C3,P12,C3/P12,Shrub,Deciduous,shade
1455,Viburnum erosum,1404.4,1,C1,P10,C1/P10,Shrub,Deciduous,shade
1456,Viburnum erosum,679.4,2,C1,P14,C1/P14,Shrub,Deciduous,shade
1457,Viburnum erosum,260.6,2,C2,P12,C2/P12,Shrub,Deciduous,shade
1458,Viburnum erosum,1404.4,1,C1,P12,C1/P12,Shrub,Deciduous,shade
1459,Viburnum erosum,260.6,2,C2,P10,C2/P10,Shrub,Deciduous,shade
1460,Viburnum erosum,260.6,2,C2,P14,C2/P14,Shrub,Deciduous,shade
1461,Viburnum erosum,210.6,2,C2,P12,C2/P12,Shrub,Deciduous,shade
1462,Viburnum erosum,629.4,2,C1,P14,C1/P14,Shrub,Deciduous,shade
1463,Viburnum erosum,579.4,2,C1,P10,C1/P10,Shrub,Deciduous,shade
1464,Viburnum erosum,629.4,2,C1,P10,C1/P10,Shrub,Deciduous,shade
1465,Viburnum erosum,1745.9,1,C3,P10,C3/P10,Shrub,Deciduous,shade
1466,Viburnum erosum,260.6,2,C2,P10,C2/P10,Shrub,Deciduous,shade
1467,Viburnum erosum,435.6,2,C2,P12,C2/P12,Shrub,Deciduous,shade
1468,Viburnum erosum,260.6,2,C2,P14,C2/P14,Shrub,Deciduous,shade
1469,Viburnum erosum,1745.9,1,C3,P14,C3/P14,Shrub,Deciduous,shade
1470,Viburnum erosum,420.9,2,C3,P12,C3/P12,Shrub,Deciduous,shade
1471,Viburnum erosum,754.4,2,C1,P14,C1/P14,Shrub,Deciduous,shade
1472,Viburnum erosum,210.6,2,C2,P10,C2/P10,Shrub,Deciduous,shade
1473,Viburnum erosum,420.9,2,C3,P12,C3/P12,Shrub,Deciduous,shade
1474,Viburnum erosum,1745.9,1,C3,P10,C3/P10,Shrub,Deciduous,shade
1475,Viburnum erosum,479.4,2,C1,P14,C1/P14,Shrub,Deciduous,shade
1476,Viburnum erosum,435.6,2,C2,P10,C2/P10,Shrub,Deciduous,shade
1477,Viburnum erosum,210.6,2,C2,P12,C2/P12,Shrub,Deciduous,shade
1478,Viburnum erosum,1745.9,1,C3,P10,C3/P10,Shrub,Deciduous,shade
1479,Viburnum erosum,1745.9,1,C3,P14,C3/P14,Shrub,Deciduous,shade
1480,Viburnum erosum,1404.4,1,C1,P12,C1/P12,Shrub,Deciduous,shade
1481,Viburnum erosum,404.4,2,C1,P12,C1/P12,Shrub,Deciduous,shade
1482,Viburnum erosum,1404.4,1,C1,P12,C1/P12,Shrub,Deciduous,shade
1483,Viburnum erosum,1745.9,1,C3,P10,C3/P10,Shrub,Deciduous,shade
1484,Viburnum erosum,1745.9,1,C3,P10,C3/P10,Shrub,Deciduous,shade
1485,Viburnum erosum,1745.9,1,C3,P10,C3/P10,Shrub,Deciduous,shade
1486,Viburnum erosum,1720.9,1,C3,P12,C3/P12,Shrub,Deciduous,shade
1487,Viburnum erosum,1404.4,1,C1,P10,C1/P10,Shrub,Deciduous,shade
1488,Viburnum erosum,360.6,2,C2,P14,C2/P14,Shrub,Deciduous,shade
1489,Viburnum erosum,260.6,2,C2,P14,C2/P14,Shrub,Deciduous,shade
1490,Viburnum erosum,260.6,2,C2,P10,C2/P10,Shrub,Deciduous,shade
1491,Viburnum erosum,1745.9,1,C3,P14,C3/P14,Shrub,Deciduous,shade
1492,Viburnum erosum,420.9,2,C3,P12,C3/P12,Shrub,Deciduous,shade
1493,Viburnum erosum,1720.9,1,C3,P12,C3/P12,Shrub,Deciduous,shade
1494,Viburnum erosum,1745.9,1,C3,P14,C3/P14,Shrub,Deciduous,shade
1495,Viburnum erosum,354.4,2,C1,P14,C1/P14,Shrub,Deciduous,shade
1496,Viburnum erosum,260.6,2,C2,P12,C2/P12,Shrub,Deciduous,shade
1497,Viburnum erosum,754.4,1,C1,P10,C1/P10,Shrub,Deciduous,shade
1498,Viburnum erosum,360.6,2,C2,P14,C2/P14,Shrub,Deciduous,shade
1499,Viburnum erosum,1745.9,1,C3,P14,C3/P14,Shrub,Deciduous,shade
1500,Viburnum erosum,260.6,2,C2,P12,C2/P12,Shrub,Deciduous,shade
1501,Viburnum erosum,1745.9,1,C3,P14,C3/P14,Shrub,Deciduous,shade
1502,Viburnum erosum,1404.4,1,C1,P10,C1/P10,Shrub,Deciduous,shade
1503,Rhododendron simsii,579.4,2,C1,P12,C1/P12,Shrub,Deciduous,light
1504,Rhododendron simsii,1404.4,1,C1,P14,C1/P14,Shrub,Deciduous,light
1505,Rhododendron simsii,635.6,2,C2,P14,C2/P14,Shrub,Deciduous,light
1506,Rhododendron simsii,585.6,2,C2,P12,C2/P12,Shrub,Deciduous,light
1507,Rhododendron simsii,860.6,1,C2,P10,C2/P10,Shrub,Deciduous,light
1508,Rhododendron simsii,585.6,2,C2,P14,C2/P14,Shrub,Deciduous,light
1509,Rhododendron simsii,535.6,2,C2,P12,C2/P12,Shrub,Deciduous,light
1510,Rhododendron simsii,1045.9,1,C3,P10,C3/P10,Shrub,Deciduous,light
1511,Rhododendron simsii,1035.6,1,C2,P12,C2/P12,Shrub,Deciduous,light
1512,Rhododendron simsii,985.6,1,C2,P12,C2/P12,Shrub,Deciduous,light
1513,Rhododendron simsii,629.4,2,C1,P12,C1/P12,Shrub,Deciduous,light
1514,Rhododendron simsii,645.9,2,C3,P10,C3/P10,Shrub,Deciduous,light
1515,Rhododendron simsii,845.9,2,C3,P12,C3/P12,Shrub,Deciduous,light
1516,Rhododendron simsii,595.9,2,C3,P14,C3/P14,Shrub,Deciduous,light
1517,Rhododendron simsii,635.6,2,C2,P14,C2/P14,Shrub,Deciduous,light
1518,Rhododendron simsii,695.9,2,C3,P10,C3/P10,Shrub,Deciduous,light
1519,Rhododendron simsii,645.9,2,C3,P10,C3/P10,Shrub,Deciduous,light
1520,Rhododendron simsii,595.9,2,C3,P14,C3/P14,Shrub,Deciduous,light
1521,Rhododendron simsii,470.9,2,C3,P12,C3/P12,Shrub,Deciduous,light
1522,Rhododendron simsii,635.6,2,C2,P12,C2/P12,Shrub,Deciduous,light
1523,Rhododendron simsii,679.4,2,C1,P14,C1/P14,Shrub,Deciduous,light
1524,Rhododendron simsii,645.9,2,C3,P12,C3/P12,Shrub,Deciduous,light
1525,Rhododendron simsii,595.9,2,C3,P10,C3/P10,Shrub,Deciduous,light
1526,Rhododendron simsii,1404.4,1,C1,P10,C1/P10,Shrub,Deciduous,light
1527,Rhododendron simsii,1404.4,1,C1,P12,C1/P12,Shrub,Deciduous,light
1528,Rhododendron simsii,645.9,2,C3,P14,C3/P14,Shrub,Deciduous,light
1529,Rhododendron simsii,1404.4,1,C1,P10,C1/P10,Shrub,Deciduous,light
1530,Rhododendron simsii,579.4,2,C1,P10,C1/P10,Shrub,Deciduous,light
1531,Rhododendron simsii,754.4,1,C1,P10,C1/P10,Shrub,Deciduous,light
1532,Rhododendron simsii,1535.6,1,C2,P14,C2/P14,Shrub,Deciduous,light
1533,Rhododendron simsii,1404.4,1,C1,P12,C1/P12,Shrub,Deciduous,light
1534,Rhododendron simsii,704.4,2,C1,P12,C1/P12,Shrub,Deciduous,light
1535,Rhododendron simsii,520.9,2,C3,P10,C3/P10,Shrub,Deciduous,light
1536,Rhododendron simsii,645.9,2,C3,P12,C3/P12,Shrub,Deciduous,light
1537,Rhododendron simsii,695.9,2,C3,P14,C3/P14,Shrub,Deciduous,light
1538,Rhododendron simsii,404.4,2,C1,P12,C1/P12,Shrub,Deciduous,light
1539,Rhododendron simsii,860.6,2,C2,P10,C2/P10,Shrub,Deciduous,light
1540,Rhododendron simsii,685.6,2,C2,P12,C2/P12,Shrub,Deciduous,light
1541,Rhododendron simsii,760.6,2,C2,P10,C2/P10,Shrub,Deciduous,light
1542,Rhododendron simsii,435.6,2,C2,P10,C2/P10,Shrub,Deciduous,light
1543,Rhododendron simsii,360.6,2,C2,P14,C2/P14,Shrub,Deciduous,light
1544,Rhododendron simsii,354.4,2,C1,P14,C1/P14,Shrub,Deciduous,light
1545,Rhododendron simsii,845.9,2,C3,P12,C3/P12,Shrub,Deciduous,light
1546,Rhododendron simsii,845.9,2,C3,P14,C3/P14,Shrub,Deciduous,light
1547,Rhododendron simsii,579.4,2,C1,P10,C1/P10,Shrub,Deciduous,light
1548,Rhododendron simsii,535.6,2,C2,P14,C2/P14,Shrub,Deciduous,light
1549,Rhododendron simsii,535.6,2,C2,P10,C2/P10,Shrub,Deciduous,light
1550,Rhododendron simsii,695.9,2,C3,P12,C3/P12,Shrub,Deciduous,light
1551,Rhododendron simsii,529.4,2,C1,P14,C1/P14,Shrub,Deciduous,light
1552,Rhododendron simsii,770.9,2,C3,P14,C3/P14,Shrub,Deciduous,light
1553,Rhododendron simsii,585.6,2,C2,P10,C2/P10,Shrub,Deciduous,light
1554,Rhododendron simsii,404.4,2,C1,P14,C1/P14,Shrub,Deciduous,light
1555,Rhododendron simsii,479.4,2,C1,P14,C1/P14,Shrub,Deciduous,light
1556,Rhododendron simsii,579.4,2,C1,P10,C1/P10,Shrub,Deciduous,light
1557,Styrax odoratissimus,520.9,2,C3,P12,C3/P12,Tree,Deciduous,light
1558,Styrax odoratissimus,1535.6,1,C2,P10,C2/P10,Tree,Deciduous,light
1559,Styrax odoratissimus,695.9,2,C3,P12,C3/P12,Tree,Deciduous,light
1560,Styrax odoratissimus,420.9,2,C3,P12,C3/P12,Tree,Deciduous,light
1561,Styrax odoratissimus,470.9,2,C3,P12,C3/P12,Tree,Deciduous,light
1562,Styrax odoratissimus,479.4,2,C1,P14,C1/P14,Tree,Deciduous,light
1563,Styrax odoratissimus,445.9,2,C3,P10,C3/P10,Tree,Deciduous,light
1564,Styrax odoratissimus,585.6,2,C2,P12,C2/P12,Tree,Deciduous,light
1565,Styrax odoratissimus,1404.4,1,C1,P10,C1/P10,Tree,Deciduous,light
1566,Styrax odoratissimus,535.6,2,C2,P12,C2/P12,Tree,Deciduous,light
1567,Styrax odoratissimus,679.4,2,C1,P14,C1/P14,Tree,Deciduous,light
1568,Styrax odoratissimus,635.6,2,C2,P14,C2/P14,Tree,Deciduous,light
1569,Styrax odoratissimus,1404.4,1,C1,P10,C1/P10,Tree,Deciduous,light
1570,Styrax odoratissimus,535.6,2,C2,P10,C2/P10,Tree,Deciduous,light
1571,Styrax odoratissimus,435.6,2,C2,P14,C2/P14,Tree,Deciduous,light
1572,Styrax odoratissimus,635.6,2,C2,P12,C2/P12,Tree,Deciduous,light
1573,Styrax odoratissimus,645.9,2,C3,P12,C3/P12,Tree,Deciduous,light
1574,Styrax odoratissimus,685.6,2,C2,P14,C2/P14,Tree,Deciduous,light
1575,Styrax odoratissimus,585.6,2,C2,P10,C2/P10,Tree,Deciduous,light
1576,Styrax odoratissimus,1404.4,1,C1,P12,C1/P12,Tree,Deciduous,light
1577,Styrax odoratissimus,585.6,2,C2,P10,C2/P10,Tree,Deciduous,light
1578,Styrax odoratissimus,1535.6,1,C2,P10,C2/P10,Tree,Deciduous,light
1579,Styrax odoratissimus,635.6,2,C2,P12,C2/P12,Tree,Deciduous,light
1580,Styrax odoratissimus,645.9,2,C3,P14,C3/P14,Tree,Deciduous,light
1581,Styrax odoratissimus,635.6,2,C2,P12,C2/P12,Tree,Deciduous,light
1582,Styrax odoratissimus,520.9,2,C3,P10,C3/P10,Tree,Deciduous,light
1583,Styrax odoratissimus,754.4,2,C1,P14,C1/P14,Tree,Deciduous,light
1584,Styrax odoratissimus,929.4,2,C1,P12,C1/P12,Tree,Deciduous,light
1585,Styrax odoratissimus,435.6,2,C2,P14,C2/P14,Tree,Deciduous,light
1586,Styrax odoratissimus,470.9,2,C3,P12,C3/P12,Tree,Deciduous,light
1587,Styrax odoratissimus,760.6,2,C2,P12,C2/P12,Tree,Deciduous,light
1588,Styrax odoratissimus,585.6,2,C2,P14,C2/P14,Tree,Deciduous,light
1589,Styrax odoratissimus,579.4,2,C1,P14,C1/P14,Tree,Deciduous,light
1590,Styrax odoratissimus,629.4,2,C1,P10,C1/P10,Tree,Deciduous,light
1591,Styrax odoratissimus,754.4,2,C1,P12,C1/P12,Tree,Deciduous,light
1592,Styrax odoratissimus,685.6,2,C2,P10,C2/P10,Tree,Deciduous,light
1593,Styrax odoratissimus,435.6,2,C2,P14,C2/P14,Tree,Deciduous,light
1594,Styrax odoratissimus,479.4,2,C1,P10,C1/P10,Tree,Deciduous,light
1595,Styrax odoratissimus,1404.4,1,C1,P12,C1/P12,Tree,Deciduous,light
1596,Styrax odoratissimus,1404.4,1,C1,P12,C1/P12,Tree,Deciduous,light
1597,Styrax odoratissimus,579.4,2,C1,P14,C1/P14,Tree,Deciduous,light
1598,Styrax odoratissimus,995.9,1,C3,P14,C3/P14,Tree,Deciduous,light
1599,Styrax odoratissimus,470.9,2,C3,P10,C3/P10,Tree,Deciduous,light
1600,Styrax odoratissimus,520.9,2,C3,P10,C3/P10,Tree,Deciduous,light
1601,Styrax odoratissimus,1404.4,1,C1,P10,C1/P10,Tree,Deciduous,light
1602,Styrax odoratissimus,929.4,2,C1,P14,C1/P14,Tree,Deciduous,light
1603,Styrax odoratissimus,579.4,2,C1,P10,C1/P10,Tree,Deciduous,light
1604,Styrax odoratissimus,1745.9,1,C3,P14,C3/P14,Tree,Deciduous,light
1605,Styrax odoratissimus,645.9,2,C3,P10,C3/P10,Tree,Deciduous,light
1606,Styrax odoratissimus,695.9,2,C3,P10,C3/P10,Tree,Deciduous,light
1607,Styrax odoratissimus,595.9,2,C3,P14,C3/P14,Tree,Deciduous,light
1608,Styrax odoratissimus,1404.4,1,C1,P10,C1/P10,Tree,Deciduous,light
1609,Diospyros glaucifolia,535.6,2,C2,P12,C2/P12,Tree,Deciduous,light
1610,Diospyros glaucifolia,535.6,2,C2,P10,C2/P10,Tree,Deciduous,light
1611,Diospyros glaucifolia,754.4,2,C1,P12,C1/P12,Tree,Deciduous,light
1612,Diospyros glaucifolia,585.6,2,C2,P10,C2/P10,Tree,Deciduous,light
1613,Diospyros glaucifolia,520.9,2,C3,P12,C3/P12,Tree,Deciduous,light
1614,Diospyros glaucifolia,595.9,2,C3,P12,C3/P12,Tree,Deciduous,light
1615,Diospyros glaucifolia,404.4,2,C1,P14,C1/P14,Tree,Deciduous,light
1616,Diospyros glaucifolia,535.6,2,C2,P14,C2/P14,Tree,Deciduous,light
1617,Diospyros glaucifolia,435.6,2,C2,P12,C2/P12,Tree,Deciduous,light
1618,Diospyros glaucifolia,595.9,2,C3,P14,C3/P14,Tree,Deciduous,light
1619,Diospyros glaucifolia,479.4,2,C1,P14,C1/P14,Tree,Deciduous,light
1620,Diospyros glaucifolia,585.6,2,C2,P10,C2/P10,Tree,Deciduous,light
1621,Diospyros glaucifolia,354.4,2,C1,P12,C1/P12,Tree,Deciduous,light
1622,Diospyros glaucifolia,279.4,2,C1,P14,C1/P14,Tree,Deciduous,light
1623,Diospyros glaucifolia,535.6,2,C2,P10,C2/P10,Tree,Deciduous,light
1624,Diospyros glaucifolia,520.9,2,C3,P14,C3/P14,Tree,Deciduous,light
1625,Diospyros glaucifolia,520.9,2,C3,P10,C3/P10,Tree,Deciduous,light
1626,Diospyros glaucifolia,535.6,2,C2,P12,C2/P12,Tree,Deciduous,light
1627,Diospyros glaucifolia,520.9,2,C3,P14,C3/P14,Tree,Deciduous,light
1628,Diospyros glaucifolia,360.6,2,C2,P12,C2/P12,Tree,Deciduous,light
1629,Diospyros glaucifolia,279.4,1,C1,P14,C1/P14,Tree,Deciduous,light
1630,Diospyros glaucifolia,1404.4,1,C1,P12,C1/P12,Tree,Deciduous,light
1631,Diospyros glaucifolia,404.4,2,C1,P14,C1/P14,Tree,Deciduous,light
1632,Diospyros glaucifolia,470.9,2,C3,P12,C3/P12,Tree,Deciduous,light
1633,Diospyros glaucifolia,595.9,2,C3,P14,C3/P14,Tree,Deciduous,light
1634,Diospyros glaucifolia,595.9,2,C3,P10,C3/P10,Tree,Deciduous,light
1635,Diospyros glaucifolia,635.6,2,C2,P14,C2/P14,Tree,Deciduous,light
1636,Diospyros glaucifolia,595.9,2,C3,P10,C3/P10,Tree,Deciduous,light
1637,Diospyros glaucifolia,479.4,2,C1,P12,C1/P12,Tree,Deciduous,light
1638,Diospyros glaucifolia,435.6,2,C2,P12,C2/P12,Tree,Deciduous,light
1639,Diospyros glaucifolia,595.9,2,C3,P14,C3/P14,Tree,Deciduous,light
1640,Diospyros glaucifolia,470.9,2,C3,P12,C3/P12,Tree,Deciduous,light
1641,Diospyros glaucifolia,535.6,2,C2,P14,C2/P14,Tree,Deciduous,light
1642,Diospyros glaucifolia,535.6,2,C2,P14,C2/P14,Tree,Deciduous,light
1643,Diospyros glaucifolia,404.4,2,C1,P14,C1/P14,Tree,Deciduous,light
1644,Diospyros glaucifolia,595.9,2,C3,P14,C3/P14,Tree,Deciduous,light
1645,Diospyros glaucifolia,529.4,2,C1,P10,C1/P10,Tree,Deciduous,light
1646,Diospyros glaucifolia,479.4,2,C1,P10,C1/P10,Tree,Deciduous,light
1647,Diospyros glaucifolia,470.9,2,C3,P10,C3/P10,Tree,Deciduous,light
1648,Diospyros glaucifolia,595.9,2,C3,P12,C3/P12,Tree,Deciduous,light
1649,Diospyros glaucifolia,535.6,2,C2,P14,C2/P14,Tree,Deciduous,light
1650,Diospyros glaucifolia,1404.4,1,C1,P12,C1/P12,Tree,Deciduous,light
1651,Diospyros glaucifolia,479.4,2,C1,P12,C1/P12,Tree,Deciduous,light
1652,Diospyros glaucifolia,585.6,2,C2,P10,C2/P10,Tree,Deciduous,light
1653,Diospyros glaucifolia,645.9,2,C3,P12,C3/P12,Tree,Deciduous,light
1654,Diospyros glaucifolia,1404.4,1,C1,P10,C1/P10,Tree,Deciduous,light
1655,Diospyros glaucifolia,404.4,2,C1,P10,C1/P10,Tree,Deciduous,light
1656,Diospyros glaucifolia,470.9,2,C3,P10,C3/P10,Tree,Deciduous,light
1657,Diospyros glaucifolia,535.6,2,C2,P14,C2/P14,Tree,Deciduous,light
1658,Diospyros glaucifolia,520.9,2,C3,P10,C3/P10,Tree,Deciduous,light
1659,Diospyros glaucifolia,404.4,2,C1,P10,C1/P10,Tree,Deciduous,light
1660,Diospyros glaucifolia,1404.4,1,C1,P10,C1/P10,Tree,Deciduous,light
1661,Diospyros glaucifolia,1235.6,1,C2,P12,C2/P12,Tree,Deciduous,light
1662,Diospyros glaucifolia,585.6,2,C2,P10,C2/P10,Tree,Deciduous,light
1663,Prunus schneideriana,645.9,1,C3,P10,C3/P10,Tree,Deciduous,light
1664,Prunus schneideriana,420.9,2,C3,P14,C3/P14,Tree,Deciduous,light
1665,Prunus schneideriana,585.6,1,C2,P12,C2/P12,Tree,Deciduous,light
1666,Prunus schneideriana,595.9,1,C3,P10,C3/P10,Tree,Deciduous,light
1667,Prunus schneideriana,420.9,2,C3,P12,C3/P12,Tree,Deciduous,light
1668,Prunus schneideriana,229.4,2,C1,P12,C1/P12,Tree,Deciduous,light
1669,Prunus schneideriana,279.4,2,C1,P14,C1/P14,Tree,Deciduous,light
1670,Prunus schneideriana,420.9,2,C3,P10,C3/P10,Tree,Deciduous,light
1671,Prunus schneideriana,279.4,2,C1,P14,C1/P14,Tree,Deciduous,light
1672,Prunus schneideriana,260.6,2,C2,P10,C2/P10,Tree,Deciduous,light
1673,Prunus schneideriana,260.6,2,C2,P14,C2/P14,Tree,Deciduous,light
1674,Prunus schneideriana,279.4,2,C1,P10,C1/P10,Tree,Deciduous,light
1675,Prunus schneideriana,260.6,2,C2,P10,C2/P10,Tree,Deciduous,light
1676,Prunus schneideriana,570.9,1,C3,P12,C3/P12,Tree,Deciduous,light
1677,Prunus schneideriana,670.9,1,C3,P12,C3/P12,Tree,Deciduous,light
1678,Prunus schneideriana,260.6,2,C2,P10,C2/P10,Tree,Deciduous,light
1679,Prunus schneideriana,260.6,2,C2,P10,C2/P10,Tree,Deciduous,light
1680,Prunus schneideriana,1404.4,1,C1,P10,C1/P10,Tree,Deciduous,light
1681,Prunus schneideriana,595.9,1,C3,P14,C3/P14,Tree,Deciduous,light
1682,Prunus schneideriana,479.4,2,C1,P14,C1/P14,Tree,Deciduous,light
1683,Prunus schneideriana,529.4,2,C1,P10,C1/P10,Tree,Deciduous,light
1684,Prunus schneideriana,595.9,1,C3,P10,C3/P10,Tree,Deciduous,light
1685,Prunus schneideriana,570.9,1,C3,P12,C3/P12,Tree,Deciduous,light
1686,Prunus schneideriana,579.4,2,C1,P10,C1/P10,Tree,Deciduous,light
1687,Prunus schneideriana,1535.6,1,C2,P10,C2/P10,Tree,Deciduous,light
1688,Prunus schneideriana,1535.6,1,C2,P10,C2/P10,Tree,Deciduous,light
1689,Prunus schneideriana,1535.6,1,C2,P12,C2/P12,Tree,Deciduous,light
1690,Prunus schneideriana,420.9,2,C3,P14,C3/P14,Tree,Deciduous,light
1691,Prunus schneideriana,260.6,2,C2,P14,C2/P14,Tree,Deciduous,light
1692,Prunus schneideriana,435.6,2,C2,P12,C2/P12,Tree,Deciduous,light
1693,Prunus schneideriana,229.4,2,C1,P14,C1/P14,Tree,Deciduous,light
1694,Prunus schneideriana,279.4,2,C1,P14,C1/P14,Tree,Deciduous,light
1695,Prunus schneideriana,260.6,2,C2,P14,C2/P14,Tree,Deciduous,light
1696,Prunus schneideriana,1404.4,1,C1,P14,C1/P14,Tree,Deciduous,light
1697,Prunus schneideriana,445.9,1,C3,P12,C3/P12,Tree,Deciduous,light
1698,Prunus schneideriana,570.9,1,C3,P12,C3/P12,Tree,Deciduous,light
1699,Prunus schneideriana,420.9,2,C3,P10,C3/P10,Tree,Deciduous,light
1700,Prunus schneideriana,210.6,2,C2,P12,C2/P12,Tree,Deciduous,light
1701,Prunus schneideriana,1404.4,1,C1,P12,C1/P12,Tree,Deciduous,light
1702,Prunus schneideriana,354.4,2,C1,P12,C1/P12,Tree,Deciduous,light
1703,Prunus schneideriana,435.6,2,C2,P14,C2/P14,Tree,Deciduous,light
1704,Prunus schneideriana,595.9,1,C3,P14,C3/P14,Tree,Deciduous,light
1705,Prunus schneideriana,260.6,2,C2,P12,C2/P12,Tree,Deciduous,light
1706,Prunus schneideriana,404.4,2,C1,P12,C1/P12,Tree,Deciduous,light
1707,Prunus schneideriana,420.9,2,C3,P12,C3/P12,Tree,Deciduous,light
1708,Prunus schneideriana,354.4,2,C1,P12,C1/P12,Tree,Deciduous,light
1709,Prunus schneideriana,420.9,2,C3,P14,C3/P14,Tree,Deciduous,light
1710,Prunus schneideriana,595.9,1,C3,P14,C3/P14,Tree,Deciduous,light
1711,Prunus schneideriana,595.9,1,C3,P10,C3/P10,Tree,Deciduous,light
1712,Prunus schneideriana,404.4,2,C1,P12,C1/P12,Tree,Deciduous,light
1713,Prunus schneideriana,1404.4,1,C1,P10,C1/P10,Tree,Deciduous,light
1714,Prunus schneideriana,585.6,1,C2,P12,C2/P12,Tree,Deciduous,light
